#allele	genesymbol	genbank_cds_start	genbank_cds_stop	genbank_strand	curated_start	genbank_nucl_accession	genbank_prot_accession	refseq_nucl_accession	refseq_prot_accession	refseq_product
blaACT-22	blaACT	701	1846	1	0	KF992027.1	AHM76774.1	NG_048609.1	WP_063857771.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-22
blaACT-23	blaACT	1	1146	1	0	KF515536.1	AGU38146.1	NG_048610.1	WP_045620946.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-23
blaACT-24	blaACT	480	1625	1	0	KJ207207.1	AHL39336.1	NG_048611.1	WP_022646807.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-24
blaACT-25	blaACT	540	1685	1	0	KJ207208.1	AHL39338.1	NG_048612.1	WP_045351092.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-25
blaACT-27	blaACT	455	1600	1	0	KJ207209.1	AHL39340.1	NG_048613.1	WP_017383966.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-27
blaACT-28	blaACT	752	1897	1	0	KJ207206.1	AHL39333.1	NG_048614.1	WP_023331841.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-28
blaACT-29	blaACT	1	1146	1	0	KM087832.1	AIT76085.1	NG_048615.1	WP_063857772.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-29
blaACT-3	blaACT	1	1146	1	0	EF125013.1	ABL67017.1	NG_048616.1	WP_063857773.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-3
blaACT-30	blaACT	1	1146	1	0	KM087833.1	AIT76086.1	NG_048617.1	WP_063857774.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-30
blaACT-31	blaACT	1	1146	1	0	KM087843.1	AIT76096.1	NG_048618.1	WP_063857775.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-31
blaACT-32	blaACT	1	1146	1	0	KM087835.1	AIT76088.1	NG_048619.1	WP_063857776.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-32
blaACT-33	blaACT	1	1146	1	0	KM087834.1	AIT76087.1	NG_048620.1	WP_063857777.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-33
blaACT-34	blaACT	1	1146	1	0	HG975300.1	CDP41983.1	NG_048621.1	WP_063857778.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-34
blaACT-35	blaACT	1	1146	1	0	LC004922.1	BAP68758.1	NG_048622.1	WP_063857779.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-35
blaACT-36	blaACT	752	1897	1	0	KM926621.1	AJG06170.1	NG_048623.1	WP_063857780.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-36
blaACT-37	blaACT	239	1384	1	0	KM926622.1	AJG06172.1	NG_048624.1	WP_039272978.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-37
blaACT-38	blaACT	1	1146	1	0	KP836350.1	AKS43590.1	NG_048625.1	WP_063857781.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-38
blaACT-39	blaACT	1	1146	1	0	KU884289.1	AMP42993.1	NG_048626.1	WP_063857782.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-39
blaACT-4	blaACT	1476	2618	1	0	EU427302.2	ABZ81086.1	NG_048627.1	WP_059347269.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-4
blaACT-40	blaACT	1	1146	1	0	KX192159.1	ANE37563.1	NG_050703.1	WP_045328874.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-40
blaACT-41	blaACT	1	1146	1	0	KX192160.1	ANE37564.1	NG_050704.1	WP_045331818.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-41
blaACT-42	blaACT	1	1146	1	0	KX192161.1	ANE37565.1	NG_050705.1	WP_040117106.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-42
blaACT-43	blaACT	1	1146	1	0	KX192162.1	ANE37566.1	NG_050706.1	WP_015572455.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-43
blaACT-44	blaACT	1	1146	1	0	KX192163.1	ANE37567.1	NG_050707.1	WP_045340466.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-44
blaACT-45	blaACT	1	1146	1	0	KX192164.1	ANE37568.1	NG_050708.1	WP_032608349.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-45
blaACT-46	blaACT	1	1146	1	0	KX192166.1	ANE37570.1	NG_050709.1	WP_045337464.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-46
blaACT-47	blaACT	1	1146	1	0	KX192170.1	ANE37574.1	NG_050710.1	WP_045309142.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-47
blaACT-48	blaACT	1	1146	1	0	KX192158.1	ANE37562.1	NG_050711.1	WP_045331469.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-48
blaACT-49	blaACT	1	1146	1	0	KX192167.1	ANE37571.1	NG_050712.1	WP_045261282.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-49
blaACT-5	blaACT	1	1146	1	0	FJ237369.1	ACJ05689.1	NG_048628.1	WP_063857783.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-5
blaACT-50	blaACT	1	1146	1	0	KX192168.1	ANE37572.1	NG_050713.1	WP_045286607.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-50
blaACT-51	blaACT	1	1146	1	0	KX192169.1	ANE37573.1	NG_050714.1	WP_045269678.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-51
blaACT-52	blaACT	1	1146	1	0	KX192171.1	ANE37575.1	NG_050715.1	WP_014882211.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-52
blaACT-53	blaACT	1	1146	0	0	MF576300.1	ASP63120.1	NG_055522.1	WP_032644152.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-53
blaACT-54	blaACT	1	1146	1	0	MG028658.1	ATJ25948.1	NG_055670.1	WP_099156056.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-54
blaACT-55	blaACT	1	1146	1	0	MH469274.1	AWY87649.1	NG_061414.1	WP_047052637.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-55
blaACT-56	blaACT	1	1146	1	0	MH469275.1	AWY87650.1	NG_061415.1	WP_033487869.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-56
blaACT-57	blaACT	1	1146	1	0	MH469278.1	AWY87653.1	NG_061418.1	WP_094935119.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-57
blaACT-59	blaACT	1	1146	1	0	MH469280.1	AWY87655.1	NG_061401.1	WP_112792421.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-59
blaACT-6	blaACT	41	1186	1	0	FJ237366.1	ACJ05686.1	NG_048629.1	WP_032492324.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-6
blaACT-60	blaACT	1	1146	1	0	MH469281.1	AWY87656.1	NG_061402.1	WP_111976052.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-60
blaACT-61	blaACT	1	1146	1	0	MH469283.1	AWY87658.1	NG_061387.1	WP_112017656.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-61
blaACT-64	blaACT	1	1146	1	0	MH469272.1	AWY87661.1	NG_061403.1	WP_050861789.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-64
blaACT-7	blaACT	1	1146	1	0	FJ237368.1	ACJ05688.1	NG_048630.1	WP_063857784.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-7
blaACT-8	blaACT	1	1146	1	0	FN645445.1	CBI75448.1	NG_048631.1	WP_063857785.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-8
blaACT-9	blaACT	1009	2151	1	0	HQ693810.1	AEI70575.1	NG_048632.1	WP_013981172.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-9
blaMIR-14	blaACT	1	1146	1	0	KM087864.1	AIT76117.1	NG_049298.1	WP_063860838.1	cephalosporin-hydrolyzing class C beta-lactamase MIR-14
blaADC-1	blaADC	1	1152	1	0	AJ009979.1	CAB77444.1	NG_048633.1	WP_004714775.1	class C extended-spectrum beta-lactamase ADC-1
blaADC-10	blaADC	1	1167	1	0	DQ883640.1	ABI18382.1	NG_048634.1	WP_063857786.1	class C extended-spectrum beta-lactamase ADC-10
blaADC-100	blaADC	1	1158	1	0	KX599382.1	ANW47141.1	NG_051439.1	WP_068981607.1	class C beta-lactamase ADC-100
blaADC-101	blaADC	1	1152	1	0	KX599374.1	ANW47133.1	NG_051440.1	WP_068981608.1	class C beta-lactamase ADC-101
blaADC-102	blaADC	1	1152	1	0	KX599389.1	ANW47148.1	NG_051441.1	WP_068981609.1	class C beta-lactamase ADC-102
blaADC-103	blaADC	1	1152	1	0	KX609236.1	ANW69905.1	NG_051442.1	WP_068981610.1	class C beta-lactamase ADC-103
blaADC-104	blaADC	1	1152	1	0	KX609237.1	ANW69906.1	NG_051443.1	WP_068981611.1	class C beta-lactamase ADC-104
blaADC-105	blaADC	1	1152	1	0	KX609238.1	ANW69907.1	NG_051444.1	WP_068981612.1	class C beta-lactamase ADC-105
blaADC-106	blaADC	1	1152	1	0	KX609240.1	ANW69909.1	NG_051445.1	WP_068981613.1	class C beta-lactamase ADC-106
blaADC-107	blaADC	1	1152	1	0	KX609243.1	ANW69912.1	NG_051446.1	WP_068981614.1	class C beta-lactamase ADC-107
blaADC-11	blaADC	1	1152	1	0	GU591983.1	ADG46039.1	NG_048635.1	WP_001211205.1	class C extended-spectrum beta-lactamase ADC-11
blaADC-12	blaADC	1	1152	1	0	AM283529.1	CAK95249.1	NG_048636.1	WP_063857787.1	class C extended-spectrum beta-lactamase ADC-12
blaADC-13	blaADC	1	1152	1	0	AM283528.2	CAK95248.2	NG_048637.1	WP_063857788.1	class C extended-spectrum beta-lactamase ADC-13
blaADC-14	blaADC	1	1152	1	0	AM283527.1	CAK95247.1	NG_048638.1	WP_063857789.1	class C extended-spectrum beta-lactamase ADC-14
blaADC-15	blaADC	1	1152	1	0	AM283526.1	CAK95246.1	NG_048639.1	WP_063857790.1	class C extended-spectrum beta-lactamase ADC-15
blaADC-152	blaADC	1	1152	1	0	KY674540.1	AQV05407.1	NG_054691.1	WP_001211233.1	class C beta-lactamase ADC-152
blaADC-153	blaADC	1	1152	1	0	KY997074.1	ARO72334.1	NG_055657.1	WP_099156045.1	class C beta-lactamase ADC-153
blaADC-154	blaADC	1	1152	1	0	MF152948.1	ART46239.1	NG_054996.1	WP_005138362.1	class C beta-lactamase ADC-154
blaADC-155	blaADC	1	1152	1	0	MF164462.1	ARX71325.1	NG_055285.1	WP_005128228.1	class C beta-lactamase ADC-155
blaADC-156	blaADC	1	1152	1	0	MF164463.1	ARX71326.1	NG_055286.1	WP_024436624.1	class C beta-lactamase ADC-156
blaADC-157	blaADC	1	1152	1	0	MF164464.1	ARX71327.1	NG_055287.1	WP_088245227.1	class C beta-lactamase ADC-157
blaADC-158	blaADC	1	1152	1	0	MG229640.1	ATP60650.1	NG_055786.1	WP_001211227.1	class C beta-lactamase ADC-158
blaADC-159	blaADC	1	1152	1	0	MG229642.1	ATP60652.1	NG_055787.1	WP_033851992.1	class C beta-lactamase ADC-159
blaADC-16	blaADC	1	1152	1	0	AM283525.1	CAK95245.1	NG_048640.1	WP_063857791.1	class C extended-spectrum beta-lactamase ADC-16
blaADC-160	blaADC	1	1152	1	0	MG229643.1	ATP60653.1	NG_055788.1	WP_032037870.1	class C beta-lactamase ADC-160
blaADC-162	blaADC	1	1152	0	0	MG452939.1	ATW66974.1	NG_056060.1	WP_031980335.1	class C beta-lactamase ADC-162
blaADC-163	blaADC	1	1152	1	0	MG601728.1	AUD40657.1	NG_056105.1	WP_057093064.1	class C beta-lactamase ADC-163
blaADC-164	blaADC	1	1152	1	0	MG601731.1	AUD40660.1	NG_056106.1	WP_032068214.1	class C beta-lactamase ADC-164
blaADC-165	blaADC	1	1152	1	0	MG601733.1	AUD40662.1	NG_056107.1	WP_001211239.1	class C beta-lactamase ADC-165
blaADC-166	blaADC	1	1152	1	0	MG601734.1	AUD40663.1	NG_056108.1	WP_101244937.1	class C beta-lactamase ADC-166
blaADC-167	blaADC	1	1152	1	0	MG601735.1	AUD40664.1	NG_056109.1	WP_002046804.1	class C beta-lactamase ADC-167
blaADC-168	blaADC	1	1152	1	0	MG601736.1	AUD40665.1	NG_056110.1	WP_101244938.1	class C beta-lactamase ADC-168
blaADC-169	blaADC	1	1152	1	0	MG702533.1	AUG98343.1	NG_056172.1	WP_001211212.1	class C beta-lactamase ADC-169
blaADC-17	blaADC	1	1152	1	0	AM283524.1	CAK95244.1	NG_048641.1	WP_063857792.1	class C extended-spectrum beta-lactamase ADC-17
blaADC-170	blaADC	1	1152	1	0	MF990804.1	AUI41018.1	NG_056175.1	WP_102607458.1	class C beta-lactamase ADC-170
blaADC-171	blaADC	21724	22878	0	0	JFDD01000056.1	EXG42507.1	NG_056163.1	WP_031961878.1	class C beta-lactamase ADC-171
blaADC-172	blaADC	679	1833	1	0	JEZU01000044.1	EXD57031.1	NG_056162.1	WP_032027415.1	class C beta-lactamase ADC-172
blaADC-173	blaADC	21109	22263	0	0	JFFA01000050.1	EXI26748.1	NG_056164.1	WP_032071188.1	class C beta-lactamase ADC-173
blaADC-174	blaADC	1	1152	1	0	MH594296.1	AXC08546.1	NG_061390.1	WP_114699268.1	class C beta-lactamase ADC-174
blaADC-175	blaADC	1	1152	1	0	MH594297.1	AXC08547.1	NG_061391.1	WP_001211208.1	class C beta-lactamase ADC-175
blaADC-176	blaADC	1	1167	1	0	MH594298.1	AXC08548.1	NG_061392.1	WP_001159761.1	class C beta-lactamase ADC-176
blaADC-177	blaADC	1	1152	1	0	MH594299.1	AXC08549.1	NG_061393.1	WP_114699269.1	class C beta-lactamase ADC-177
blaADC-178	blaADC	1	1152	1	0	MH594300.1	AXC08550.1	NG_061394.1	WP_114699270.1	class C beta-lactamase ADC-178
blaADC-179	blaADC	1	1152	1	0	MH594301.1	AXC08551.1	NG_061395.1	WP_114699271.1	class C beta-lactamase ADC-179
blaADC-18	blaADC	1	1152	1	0	AM283523.1	CAK95243.1	NG_048642.1	WP_002118772.1	class C extended-spectrum beta-lactamase ADC-18
blaADC-180	blaADC	1	1152	1	0	MH594302.1	AXC08552.1	NG_061396.1	WP_114699272.1	class C beta-lactamase ADC-180
blaADC-19	blaADC	1	1152	1	0	AM283522.1	CAK95242.1	NG_048643.1	WP_063857793.1	class C extended-spectrum beta-lactamase ADC-19
blaADC-2	blaADC	1142	2293	1	0	AY177427.1	AAO43172.1	NG_048644.1	WP_004746565.1	class C beta-lactamase ADC-2
blaADC-20	blaADC	1	1152	1	0	AM283521.1	CAK95241.1	NG_048645.1	WP_063857794.1	class C extended-spectrum beta-lactamase ADC-20
blaADC-21	blaADC	1	1152	1	0	AM283520.1	CAK95240.1	NG_048646.1	WP_063857795.1	class C extended-spectrum beta-lactamase ADC-21
blaADC-22	blaADC	1	1152	1	0	AM283519.1	CAK95239.1	NG_048647.1	WP_063857796.1	class C extended-spectrum beta-lactamase ADC-22
blaADC-23	blaADC	1	1152	1	0	AM283518.1	CAK95238.1	NG_048648.1	WP_063857797.1	class C extended-spectrum beta-lactamase ADC-23
blaADC-25	blaADC	1	1152	1	0	EF016355.1	ABK34773.1	NG_048649.1	WP_001211217.1	class C beta-lactamase ADC-25
blaADC-26	blaADC	1	1152	1	0	GU591987.1	ADG46043.1	NG_048650.1	WP_001211238.1	class C extended-spectrum beta-lactamase ADC-26
blaADC-29	blaADC	1263	2414	1	0	EU604835.1	ACC66195.1	NG_051493.1	WP_069174569.1	class C extended-spectrum beta-lactamase ADC-29
blaADC-3	blaADC	1	1152	1	0	AY178995.1	AAO59456.1	NG_048651.1	WP_063857798.1	class C beta-lactamase ADC-3
blaADC-30	blaADC	1	1152	1	0	GU591985.1	ADG46041.1	NG_048652.1	WP_001211218.1	class C extended-spectrum beta-lactamase ADC-30
blaADC-31	blaADC	2803997	2805148	1	0	CP001921.1	ADX04315.1	NG_050716.1	WP_001211223.1	class C extended-spectrum beta-lactamase ADC-31
blaADC-32	blaADC	55413	56564	1	0	APOV01000029.1	ENU68675.1	NG_050717.1	WP_004739487.1	class C extended-spectrum beta-lactamase ADC-32
blaADC-33	blaADC	1	1155	1	0	MG452937.1	ATW66972.1	NG_056059.1	WP_001211220.1	cefepime-hydrolyzing class C extended-spectrum beta-lactamase ADC-33
blaADC-38	blaADC	1	1152	1	0	EU652243.1	ACC95873.1	NG_048653.1	WP_063857799.1	class C beta-lactamase ADC-38
blaADC-39	blaADC	1	1152	1	0	EU652244.1	ACC95874.1	NG_048654.1	WP_063857800.1	class C beta-lactamase ADC-39
blaADC-4	blaADC	1	1152	1	0	AY178996.1	AAO59457.1	NG_048655.1	WP_063857801.1	class C beta-lactamase ADC-4
blaADC-41	blaADC	1	1152	1	0	FJ744160.1	ACN62070.1	NG_048656.1	WP_063857802.1	class C extended-spectrum beta-lactamase ADC-41
blaADC-42	blaADC	1	1152	1	0	FJ744161.1	ACN62071.1	NG_048657.1	WP_063857803.1	class C extended-spectrum beta-lactamase ADC-42
blaADC-43	blaADC	1	1152	1	0	FJ744162.1	ACN62072.1	NG_048658.1	WP_032055358.1	class C extended-spectrum beta-lactamase ADC-43
blaADC-44	blaADC	1	1152	1	0	FJ744163.1	ACN62073.1	NG_048659.1	WP_063857804.1	class C extended-spectrum beta-lactamase ADC-44
blaADC-5	blaADC	1	1152	1	0	AJ575184.1	CAE00827.1	NG_048660.1	WP_038405930.1	class C beta-lactamase ADC-5
blaADC-50	blaADC	1	1152	1	0	GU591982.1	ADG46038.1	NG_048661.1	WP_031965243.1	class C extended-spectrum beta-lactamase ADC-50
blaADC-51	blaADC	1	1152	1	0	GU591984.1	ADG46040.1	NG_048662.1	WP_063857805.1	class C extended-spectrum beta-lactamase ADC-51
blaADC-52	blaADC	1	1152	1	0	GU591986.1	ADG46042.1	NG_048663.1	WP_001211232.1	class C extended-spectrum beta-lactamase ADC-52
blaADC-53	blaADC	1	1152	1	0	GU591988.1	ADG46044.1	NG_048664.1	WP_063857806.1	class C extended-spectrum beta-lactamase ADC-53
blaADC-54	blaADC	1	1152	1	0	HM437231.1	ADK35761.1	NG_048665.1	WP_063857807.1	class C beta-lactamase ADC-54
blaADC-56	blaADC	955	2106	1	0	JF265067.1	AEL30570.1	NG_048666.1	WP_031973850.1	cefepime-hydrolyzing class C extended-spectrum beta-lactamase ADC-56
blaADC-57	blaADC	1	1152	1	0	HQ258925.1	ADO51072.1	NG_051494.1	WP_001211226.1	class C beta-lactamase ADC-57
blaADC-58	blaADC	1	1152	1	0	JQ319653.1	AFG25594.1	NG_048667.1	WP_063857808.1	class C beta-lactamase ADC-58
blaADC-59	blaADC	1	1152	1	0	JQ319654.1	AFG25595.1	NG_048668.1	WP_063857809.1	class C beta-lactamase ADC-59
blaADC-6	blaADC	955	2106	1	0	AY325306.1	AAR13676.1	NG_048669.1	WP_017725267.1	class C beta-lactamase ADC-6
blaADC-60	blaADC	1	1152	1	0	JQ692087.1	AFH53180.1	NG_048670.1	WP_063857810.1	class C beta-lactamase ADC-60
blaADC-61	blaADC	1	1152	1	0	JQ753702.1	AFI56570.1	NG_048671.1	WP_033503051.1	class C beta-lactamase ADC-61
blaADC-62	blaADC	1	1152	1	0	JQ867374.1	AFK24475.1	NG_048672.1	WP_063857811.1	class C beta-lactamase ADC-62
blaADC-63	blaADC	1	1152	1	0	JQ911781.1	AFM80040.1	NG_048673.1	WP_063857812.1	class C beta-lactamase ADC-63
blaADC-67	blaADC	1	1152	1	0	JQ037817.1	AEZ36052.1	NG_048675.1	WP_063857814.1	class C beta-lactamase ADC-67
blaADC-68	blaADC	1	1152	1	0	KC866352.1	AGL39360.1	NG_048676.1	WP_063857815.1	carbapenem-hydrolyzing class C beta-lactamase ADC-68
blaADC-7	blaADC	1	1152	1	0	AY648950.1	AAT70411.1	NG_048677.1	WP_063857816.1	class C beta-lactamase ADC-7
blaADC-70	blaADC	6091	7242	0	0	LLIO01000035.1	KQG48886.1	NG_051317.1	WP_017480710.1	class C extended-spectrum beta-lactamase ADC-70
blaADC-73	blaADC	1	1152	1	0	KP881233.1	ALA14808.1	NG_048678.1	WP_001211219.1	class C extended-spectrum beta-lactamase ADC-73
blaADC-74	blaADC	1	1152	1	0	KP881234.1	ALA14809.1	NG_048679.1	WP_001211203.1	class C extended-spectrum beta-lactamase ADC-74
blaADC-75	blaADC	1	1152	1	0	KP881235.1	ALA14810.1	NG_048680.1	WP_063857817.1	class C extended-spectrum beta-lactamase ADC-75
blaADC-76	blaADC	1	1152	1	0	KP881236.1	ALA14811.1	NG_048681.1	WP_001211237.1	class C extended-spectrum beta-lactamase ADC-76
blaADC-77	blaADC	54	1205	1	0	KP881237.1	ALA14812.1	NG_048682.1	WP_063857818.1	class C extended-spectrum beta-lactamase ADC-77
blaADC-78	blaADC	1	1152	1	0	KP881238.1	ALA14813.1	NG_048683.1	WP_057691006.1	class C extended-spectrum beta-lactamase ADC-78
blaADC-79	blaADC	1	1152	1	0	KP881239.1	ALA14814.1	NG_048684.1	WP_001159760.1	class C extended-spectrum beta-lactamase ADC-79
blaADC-8	blaADC	1	1194	1	0	AM293332.3	CAL25116.3	NG_048685.1	WP_004923134.1	cephalosporin-hydrolyzing class C beta-lactamase ADC-8
blaADC-80	blaADC	1	1152	1	0	KP881240.1	ALA14815.1	NG_048686.1	WP_029424536.1	class C extended-spectrum beta-lactamase ADC-80
blaADC-81	blaADC	1	1167	1	0	KP881241.1	ALA14816.1	NG_048687.1	WP_059262723.1	class C extended-spectrum beta-lactamase ADC-81
blaADC-82	blaADC	1196033	1197184	0	0	CP003500.1	AFI94770.1	NG_050718.1	WP_001211216.1	class C extended-spectrum beta-lactamase ADC-82
blaADC-83	blaADC	1	1152	1	0	KX599387.1	ANW47146.1	NG_051447.1	WP_068981615.1	class C beta-lactamase ADC-83
blaADC-84	blaADC	1	1152	1	0	KX599390.1	ANW47149.1	NG_051448.1	WP_068981616.1	class C beta-lactamase ADC-84
blaADC-85	blaADC	1	1152	1	0	KX599383.1	ANW47142.1	NG_051449.1	WP_068981617.1	class C beta-lactamase ADC-85
blaADC-86	blaADC	1	1152	1	0	KX599384.1	ANW47143.1	NG_051450.1	WP_068981618.1	class C beta-lactamase ADC-86
blaADC-87	blaADC	1	1152	1	0	KX599395.1	ANW47154.1	NG_051451.1	WP_068981619.1	class C beta-lactamase ADC-87
blaADC-88	blaADC	1	1152	1	0	KX599376.1	ANW47135.1	NG_051452.1	WP_001211221.1	class C beta-lactamase ADC-88
blaADC-89	blaADC	1	1152	1	0	KX599377.1	ANW47136.1	NG_051453.1	WP_068981620.1	class C beta-lactamase ADC-89
blaADC-90	blaADC	1	1152	1	0	KX599388.1	ANW47147.1	NG_051454.1	WP_068981621.1	class C beta-lactamase ADC-90
blaADC-91	blaADC	1	1152	1	0	KX599373.1	ANW47132.1	NG_051455.1	WP_068981622.1	class C beta-lactamase ADC-91
blaADC-92	blaADC	1	1152	1	0	KX599375.1	ANW47134.1	NG_051456.1	WP_068981623.1	class C beta-lactamase ADC-92
blaADC-93	blaADC	1	1152	1	0	KX599386.1	ANW47145.1	NG_051457.1	WP_068981624.1	class C beta-lactamase ADC-93
blaADC-94	blaADC	1	1152	1	0	KX599378.1	ANW47137.1	NG_051458.1	WP_068981625.1	class C beta-lactamase ADC-94
blaADC-95	blaADC	1	1152	1	0	KX599394.1	ANW47153.1	NG_051459.1	WP_068981626.1	class C beta-lactamase ADC-95
blaADC-96	blaADC	1	1167	1	0	KX599391.1	ANW47150.1	NG_051460.1	WP_068981627.1	class C beta-lactamase ADC-96
blaADC-97	blaADC	1	1152	1	0	KX599380.1	ANW47139.1	NG_051461.1	WP_068981628.1	class C beta-lactamase ADC-97
blaADC-98	blaADC	1	1152	1	0	KX599379.1	ANW47138.1	NG_051462.1	WP_068981629.1	class C beta-lactamase ADC-98
blaADC-99	blaADC	1	1152	1	0	KX599381.1	ANW47140.1	NG_051463.1	WP_068981630.1	class C beta-lactamase ADC-99
blaAER-1	blaAER	325	1239	1	0	U14748.1	AAC09015.1	NG_048688.1	WP_063857819.1	carbenicillin-hydrolyzing class A beta-lactamase AER-1
blaAIM-1	blaAIM	1173	2084	1	0	AM998375.1	CAQ53840.1	NG_048689.1	WP_063857820.1	subclass B3 metallo-beta-lactamase AIM-1
blaALG11-1	blaALG11	1	888	1	0	KU167039.1	APR64489.1	NG_062237.1	WP_122630833.1	subclass B3 metallo-beta-lactamase ALG11-1
blaALG6-1	blaALG6	1	957	1	0	KU167038.1	APR64488.1	NG_062236.1	WP_122630832.1	subclass B3 metallo-beta-lactamase ALG6-1
blaALI-1	blaALI	1323038	1323775	1		FM178379.1		NG_057427.1	WP_026025287.1	subclass B1 metallo-beta-lactamase ALI-1
blaALI-2	blaALI	122519	123256	0	0	MAJO01000013.1	OCH27094.1	NG_059328.1	WP_065597326.1	subclass B1 metallo-beta-lactamase ALI-2
blaANA-1	blaANA	2328891	2329658	1		CP000769.1		NG_057424.1	WP_041449074.1	subclass B1 metallo-beta-lactamase ANA-1
blaAQU-1	blaAQU	1	1143	1	0	AB765395.1	BAM76830.1	NG_055647.1	WP_099156042.1	class C beta-lactamase AQU-1
blaARL-1	blaARL	2237	3085	1	0	KY363213.1	APY23859.1	NG_054950.1	WP_087587936.1	class A beta-lactamase ARL-1
blaARL-2	blaARL	2237	3085	1	0	KY363207.1	APY23841.1	NG_054948.1	WP_021459345.1	class A beta-lactamase ARL-2
blaARL-3	blaARL	2237	3085	1	0	KY363208.1	APY23844.1	NG_054949.1	WP_087587935.1	class A beta-lactamase ARL-3
blaARL-4	blaARL	2237	3085	1	0	KY363206.1	APY23838.1	NG_054947.1	WP_087587934.1	class A beta-lactamase ARL-4
blaARL-5	blaARL	2238	3086	1	0	KY363214.1	APY23862.1	NG_054951.1	WP_087587937.1	class A beta-lactamase ARL-5
blaARL-6	blaARL	2237	3085	1	0	KY464892.1	APY23865.1	NG_054952.1	WP_087587938.1	class A beta-lactamase ARL-6
blaAST-1	blaAST	160	1092	1	0	AF279904.1	AAG44836.1	NG_048690.1	WP_063857821.1	class A broad-spectrum beta-lactamase AST-1
blaAXC-1	blaAXC	987	1883	1	0	MF767301.1	ATG32091.1	NG_061617.1	WP_020924773.1	carbapenem-hydrolyzing class A beta-lactamase AXC-1
	blaB	1	750	1	0	AF189299.1	AAF89155.1	NG_047491.1	WP_063842622.1	BlaB family subclass B1 metallo-beta-lactamase
blaB-1	blaB	114	863	1	0	X96858.1	CAA65601.1	NG_048691.1	WP_029729112.1	subclass B1 metallo-beta-lactamase BlaB-1
blaB-10	blaB	1	747	1	0	AY348325.1	AAQ54754.1	NG_048692.1	WP_063857822.1	subclass B1 metallo-beta-lactamase BlaB-10
blaB-11	blaB	1	750	1	0	AY348326.1	AAQ54755.1	NG_048693.1	WP_063857823.1	subclass B1 metallo-beta-lactamase BlaB-11
blaB-12	blaB	1	750	1	0	EF595958.1	ABQ84947.1	NG_048694.1	WP_063857824.1	subclass B1 metallo-beta-lactamase BlaB-12
blaB-13	blaB	1	750	1	0	EF595959.1	ABQ84948.1	NG_048695.1	WP_063857825.1	subclass B1 metallo-beta-lactamase BlaB-13
blaB-14	blaB	973	1719	1	0	JN635697.1	AEY68295.1	NG_048696.1	WP_034848068.1	subclass B1 metallo-beta-lactamase BlaB-14
blaB-2	blaB	866	1615	1	0	AF126542.1	AAD43145.1	NG_048697.1	WP_063857826.1	subclass B1 metallo-beta-lactamase BlaB-2
blaB-3	blaB	1	750	1	0	AF162284.1	AAD43582.1	NG_048698.1	WP_063857827.1	subclass B1 metallo-beta-lactamase BlaB-3
blaB-5	blaB	1	750	1	0	AF189303.1	AAF89159.1	NG_048699.1	WP_063857828.1	subclass B1 metallo-beta-lactamase BlaB-5
